date,pool,threads,ws,rw_ratio,ltc,ltc_d,pattern,access,mode,ops,drops
Jun 12 09:21:18,pm_r,1,58368,50,245,216,uniform,touch,MemMix50,27309476,6021
Jun 12 09:22:31,pm_r,1,59392,50,245,216,uniform,touch,MemMix50,27285769,6113
Jun 12 09:23:45,pm_r,1,60416,50,244,216,uniform,touch,MemMix50,27333235,6126
Jun 12 09:24:59,pm_r,1,61440,50,259,220,uniform,touch,MemMix50,26415367,6200
Jun 12 09:47:04,pm_l,1,1,50,16,1,uniform,touch,MemMix50,78731857,2
Jun 12 09:47:15,pm_l,1,10,50,22,6,uniform,touch,MemMix50,75742800,3
Jun 12 09:47:25,pm_l,1,50,50,126,152,uniform,touch,MemMix50,40737047,8
Jun 12 09:47:36,pm_l,1,100,50,177,192,uniform,touch,MemMix50,33396019,21
Jun 12 09:47:47,pm_l,1,200,50,203,205,uniform,touch,MemMix50,30664702,27
Jun 12 09:47:59,pm_l,1,500,50,220,211,uniform,touch,MemMix50,29161486,37
Jun 12 09:48:10,pm_l,1,800,50,224,212,uniform,touch,MemMix50,28811272,47
Jun 12 09:48:22,pm_l,1,1000,50,226,213,uniform,touch,MemMix50,28672608,62
Jun 12 09:48:34,pm_l,1,1024,50,225,213,uniform,touch,MemMix50,28673142,76
Jun 12 09:48:47,pm_l,1,2048,50,228,214,uniform,touch,MemMix50,28444738,87
Jun 12 09:49:01,pm_l,1,3072,50,230,214,uniform,touch,MemMix50,28350366,97
Jun 12 09:49:16,pm_l,1,4096,50,232,215,uniform,touch,MemMix50,28142442,111
Jun 12 09:49:32,pm_l,1,5120,50,237,216,uniform,touch,MemMix50,27807968,125
Jun 12 09:49:49,pm_l,1,6144,50,236,216,uniform,touch,MemMix50,27862945,132
Jun 12 09:50:08,pm_l,1,7168,50,237,216,uniform,touch,MemMix50,27775862,136
Jun 12 09:50:27,pm_l,1,8192,50,238,216,uniform,touch,MemMix50,27768963,138
Jun 12 09:50:47,pm_l,1,9216,50,239,216,uniform,touch,MemMix50,27672207,146
Jun 12 09:51:09,pm_l,1,10240,50,252,220,uniform,touch,MemMix50,26837903,152
Jun 12 09:51:31,pm_l,1,11264,50,273,223,uniform,touch,MemMix50,25609897,168
Jun 12 09:51:55,pm_l,1,12288,50,247,218,uniform,touch,MemMix50,27150241,179
Jun 12 09:52:19,pm_l,1,13312,50,240,216,uniform,touch,MemMix50,27600298,184
Jun 12 09:52:45,pm_l,1,14336,50,241,216,uniform,touch,MemMix50,27533153,188
Jun 12 09:53:12,pm_l,1,15360,50,271,223,uniform,touch,MemMix50,25714841,213
Jun 12 09:53:40,pm_l,1,16384,50,241,216,uniform,touch,MemMix50,27542798,218
Jun 12 09:54:09,pm_l,1,17408,50,242,216,uniform,touch,MemMix50,27481370,221
Jun 12 09:54:39,pm_l,1,18432,50,242,216,uniform,touch,MemMix50,27523101,227
Jun 12 09:55:10,pm_l,1,19456,50,265,222,uniform,touch,MemMix50,26041993,241
Jun 12 09:55:42,pm_l,1,20480,50,242,216,uniform,touch,MemMix50,27498453,269
Jun 12 09:56:15,pm_l,1,21504,50,243,216,uniform,touch,MemMix50,27431275,275
Jun 12 09:56:49,pm_l,1,22528,50,243,216,uniform,touch,MemMix50,27468128,293
Jun 12 09:57:24,pm_l,1,23552,50,243,216,uniform,touch,MemMix50,27411421,299
Jun 12 09:58:00,pm_l,1,24576,50,243,216,uniform,touch,MemMix50,27464869,309
Jun 12 09:58:38,pm_l,1,25600,50,243,216,uniform,touch,MemMix50,27475764,312
Jun 12 09:59:16,pm_l,1,26624,50,243,217,uniform,touch,MemMix50,27388463,314
Jun 12 09:59:56,pm_l,1,27648,50,257,220,uniform,touch,MemMix50,26535268,322
Jun 12 10:00:37,pm_l,1,28672,50,251,218,uniform,touch,MemMix50,26895014,331
Jun 12 10:01:19,pm_l,1,29696,50,244,217,uniform,touch,MemMix50,27372928,338
Jun 12 10:02:02,pm_l,1,30720,50,243,216,uniform,touch,MemMix50,27415065,342
Jun 12 10:02:46,pm_l,1,31744,50,245,216,uniform,touch,MemMix50,27331176,360
Jun 12 10:03:30,pm_l,1,32768,50,247,217,uniform,touch,MemMix50,27159268,370
Jun 12 10:04:16,pm_l,1,33792,50,244,217,uniform,touch,MemMix50,27356199,372
Jun 12 10:05:03,pm_l,1,34816,50,243,216,uniform,touch,MemMix50,27415004,378
Jun 12 10:05:51,pm_l,1,35840,50,244,217,uniform,touch,MemMix50,27349280,381
Jun 12 10:06:34,pm_l,1,31232,50,243,216,uniform,touch,MemMix50,27410445,391
Jun 12 10:07:19,pm_l,1,32256,50,244,216,uniform,touch,MemMix50,27373079,412
Jun 12 10:08:04,pm_l,1,33280,50,243,216,uniform,touch,MemMix50,27407676,416
Jun 12 10:08:51,pm_l,1,34304,50,244,216,uniform,touch,MemMix50,27354591,432
Jun 12 10:09:38,pm_l,1,35328,50,243,216,uniform,touch,MemMix50,27399985,451
Jun 12 10:09:49,pm_l,1,1,0,15,0,uniform,touch,MemMix50,83893827,452
Jun 12 10:10:00,pm_l,1,10,0,15,0,uniform,touch,MemMix50,84014523,454
Jun 12 10:10:11,pm_l,1,50,0,15,0,uniform,touch,MemMix50,59396987,455
Jun 12 10:10:22,pm_l,1,100,0,15,0,uniform,touch,MemMix50,51345693,465
Jun 12 10:10:33,pm_l,1,200,0,15,0,uniform,touch,MemMix50,48130330,465
Jun 12 10:10:44,pm_l,1,500,0,16,0,uniform,touch,MemMix50,46370130,466
Jun 12 10:10:55,pm_l,1,800,0,15,0,uniform,touch,MemMix50,45870214,466
Jun 12 10:11:07,pm_l,1,1000,0,15,0,uniform,touch,MemMix50,45695588,469
Jun 12 10:11:19,pm_l,1,1024,0,15,0,uniform,touch,MemMix50,45681772,471
Jun 12 10:11:32,pm_l,1,2048,0,15,0,uniform,touch,MemMix50,45227457,482
Jun 12 10:11:46,pm_l,1,3072,0,16,0,uniform,touch,MemMix50,45007820,483
Jun 12 10:12:01,pm_l,1,4096,0,20,6,uniform,touch,MemMix50,44349911,488
Jun 12 10:12:17,pm_l,1,5120,0,23,9,uniform,touch,MemMix50,43950478,492
Jun 12 10:12:34,pm_l,1,6144,0,25,12,uniform,touch,MemMix50,43640438,492
Jun 12 10:12:53,pm_l,1,7168,0,26,13,uniform,touch,MemMix50,43391939,506
Jun 12 10:13:12,pm_l,1,8192,0,28,15,uniform,touch,MemMix50,43175597,511
Jun 12 10:13:32,pm_l,1,9216,0,29,16,uniform,touch,MemMix50,43080312,518
Jun 12 10:13:54,pm_l,1,10240,0,29,16,uniform,touch,MemMix50,42971579,521
Jun 12 10:14:16,pm_l,1,11264,0,30,17,uniform,touch,MemMix50,42858890,528
Jun 12 10:14:40,pm_l,1,12288,0,30,17,uniform,touch,MemMix50,42758054,543
Jun 12 10:15:04,pm_l,1,13312,0,31,18,uniform,touch,MemMix50,42721925,547
Jun 12 10:15:30,pm_l,1,14336,0,31,19,uniform,touch,MemMix50,42656052,564
Jun 12 10:15:57,pm_l,1,15360,0,102,128,uniform,touch,MemMix50,36897109,573
Jun 12 10:16:25,pm_l,1,16384,0,33,20,uniform,touch,MemMix50,42466168,584
Jun 12 10:16:54,pm_l,1,17408,0,60,67,uniform,touch,MemMix50,40297663,604
Jun 12 10:17:24,pm_l,1,18432,0,33,20,uniform,touch,MemMix50,42449343,644
Jun 12 10:17:55,pm_l,1,19456,0,33,20,uniform,touch,MemMix50,42421209,698
Jun 12 10:18:27,pm_l,1,20480,0,46,43,uniform,touch,MemMix50,41382704,713
Jun 12 10:19:00,pm_l,1,21504,0,93,115,uniform,touch,MemMix50,37643910,747
Jun 12 10:19:34,pm_l,1,22528,0,33,20,uniform,touch,MemMix50,42430116,750
Jun 12 10:20:09,pm_l,1,23552,0,34,20,uniform,touch,MemMix50,42302338,784
Jun 12 10:20:46,pm_l,1,24576,0,34,20,uniform,touch,MemMix50,42358855,796
Jun 12 10:21:23,pm_l,1,25600,0,104,128,uniform,touch,MemMix50,36759328,816
Jun 12 10:22:01,pm_l,1,26624,0,34,21,uniform,touch,MemMix50,42249908,857
Jun 12 10:22:41,pm_l,1,27648,0,34,21,uniform,touch,MemMix50,42210512,894
Jun 12 10:23:22,pm_l,1,28672,0,34,21,uniform,touch,MemMix50,42298732,939
Jun 12 10:24:03,pm_l,1,29696,0,35,21,uniform,touch,MemMix50,42231807,949
Jun 12 10:24:46,pm_l,1,30720,0,35,21,uniform,touch,MemMix50,42267427,967
Jun 12 10:25:30,pm_l,1,31744,0,135,159,uniform,touch,MemMix50,34423106,980
Jun 12 10:26:15,pm_l,1,32768,0,35,21,uniform,touch,MemMix50,42195942,1011
Jun 12 10:27:01,pm_l,1,33792,0,105,129,uniform,touch,MemMix50,36607403,1091
Jun 12 10:27:48,pm_l,1,34816,0,44,37,uniform,touch,MemMix50,41522701,1106
Jun 12 10:28:36,pm_l,1,35840,0,35,22,uniform,touch,MemMix50,42146506,1151
Jun 12 10:29:19,pm_l,1,31232,0,63,70,uniform,touch,MemMix50,39945172,1206
Jun 12 10:30:03,pm_l,1,32256,0,35,21,uniform,touch,MemMix50,42184056,1239
Jun 12 10:30:49,pm_l,1,33280,0,44,38,uniform,touch,MemMix50,41494930,1283
Jun 12 10:31:35,pm_l,1,34304,0,35,22,uniform,touch,MemMix50,42225720,1324
Jun 12 10:32:23,pm_l,1,35328,0,35,22,uniform,touch,MemMix50,42175643,1331
Jun 12 09:47:42,pm_r,1,36864,50,243,216,uniform,touch,MemMix50,27386171,1363
Jun 12 09:48:32,pm_r,1,37888,50,250,218,uniform,touch,MemMix50,26946922,1395
Jun 12 09:49:23,pm_r,1,38912,50,244,216,uniform,touch,MemMix50,27350482,1422
Jun 12 09:50:16,pm_r,1,39936,50,254,219,uniform,touch,MemMix50,26743837,1484
Jun 12 09:51:09,pm_r,1,40960,50,270,222,uniform,touch,MemMix50,25774363,1509
Jun 12 09:52:03,pm_r,1,41984,50,244,216,uniform,touch,MemMix50,27370698,1563
Jun 12 09:52:59,pm_r,1,43008,50,244,216,uniform,touch,MemMix50,27340154,1624
Jun 12 09:53:55,pm_r,1,44032,50,244,216,uniform,touch,MemMix50,27362848,1693
Jun 12 09:54:53,pm_r,1,45056,50,247,217,uniform,touch,MemMix50,27172176,1746
Jun 12 09:55:52,pm_r,1,46080,50,250,218,uniform,touch,MemMix50,26956047,1797
Jun 12 09:56:52,pm_r,1,47104,50,250,218,uniform,touch,MemMix50,26957556,1812
Jun 12 09:57:53,pm_r,1,48128,50,275,223,uniform,touch,MemMix50,25438355,1864
Jun 12 09:58:55,pm_r,1,49152,50,244,216,uniform,touch,MemMix50,27369411,1935
Jun 12 09:59:58,pm_r,1,50176,50,244,216,uniform,touch,MemMix50,27356540,1943
Jun 12 10:01:02,pm_r,1,51200,50,245,216,uniform,touch,MemMix50,27292409,2004
Jun 12 10:02:07,pm_r,1,52224,50,247,217,uniform,touch,MemMix50,27154574,2037
Jun 12 10:03:14,pm_r,1,53248,50,247,217,uniform,touch,MemMix50,27151553,2099
Jun 12 10:04:21,pm_r,1,54272,50,244,216,uniform,touch,MemMix50,27318108,2146
Jun 12 10:05:30,pm_r,1,55296,50,244,216,uniform,touch,MemMix50,27356047,2204
Jun 12 10:06:39,pm_r,1,56320,50,245,216,uniform,touch,MemMix50,27296777,2234
Jun 12 10:07:50,pm_r,1,57344,50,245,216,uniform,touch,MemMix50,27325596,2296
Jun 12 10:09:01,pm_r,1,58368,50,245,216,uniform,touch,MemMix50,27296691,2356
Jun 12 10:10:14,pm_r,1,59392,50,245,216,uniform,touch,MemMix50,27319634,2393
Jun 12 10:11:28,pm_r,1,60416,50,246,216,uniform,touch,MemMix50,27233447,2473
Jun 12 10:12:43,pm_r,1,61440,50,245,216,uniform,touch,MemMix50,27294797,2522
Jun 12 10:13:32,pm_r,1,36864,0,35,22,uniform,touch,MemMix50,42047638,2563
Jun 12 10:14:22,pm_r,1,37888,0,36,22,uniform,touch,MemMix50,42037049,2593
Jun 12 10:15:14,pm_r,1,38912,0,36,22,uniform,touch,MemMix50,42036376,2616
Jun 12 10:16:06,pm_r,1,39936,0,36,22,uniform,touch,MemMix50,42101190,2648
Jun 12 10:16:59,pm_r,1,40960,0,58,62,uniform,touch,MemMix50,40201496,2685
Jun 12 10:17:54,pm_r,1,41984,0,36,22,uniform,touch,MemMix50,41999250,2768
Jun 12 10:18:50,pm_r,1,43008,0,36,22,uniform,touch,MemMix50,42072590,2790
Jun 12 10:19:46,pm_r,1,44032,0,36,22,uniform,touch,MemMix50,42010597,2819
Jun 12 10:20:44,pm_r,1,45056,0,36,22,uniform,touch,MemMix50,41996389,2863
Jun 12 10:21:43,pm_r,1,46080,0,36,22,uniform,touch,MemMix50,41990936,2887
Jun 12 10:22:43,pm_r,1,47104,0,36,23,uniform,touch,MemMix50,41980828,3004
Jun 12 10:23:44,pm_r,1,48128,0,36,22,uniform,touch,MemMix50,42029394,3026
Jun 12 10:24:46,pm_r,1,49152,0,43,34,uniform,touch,MemMix50,41453865,3079
Jun 12 10:25:49,pm_r,1,50176,0,43,34,uniform,touch,MemMix50,41540085,3111
Jun 12 10:26:53,pm_r,1,51200,0,43,34,uniform,touch,MemMix50,41536560,3165
Jun 12 10:27:58,pm_r,1,52224,0,36,23,uniform,touch,MemMix50,41949367,3187
Jun 12 10:29:05,pm_r,1,53248,0,36,23,uniform,touch,MemMix50,42033993,3219
Jun 12 10:30:12,pm_r,1,54272,0,36,23,uniform,touch,MemMix50,41952606,3269
Jun 12 10:31:21,pm_r,1,55296,0,36,23,uniform,touch,MemMix50,41933752,3282
Jun 12 10:32:30,pm_r,1,56320,0,111,134,uniform,touch,MemMix50,36126406,3322
Jun 12 10:33:40,pm_r,1,57344,0,36,23,uniform,touch,MemMix50,41963874,3333
Jun 12 10:34:52,pm_r,1,58368,0,48,43,uniform,touch,MemMix50,41088570,3348
Jun 12 10:36:05,pm_r,1,59392,0,36,23,uniform,touch,MemMix50,42013962,3370
Jun 12 10:37:18,pm_r,1,60416,0,107,130,uniform,touch,MemMix50,36425232,3415
Jun 12 10:38:33,pm_r,1,61440,0,36,23,uniform,touch,MemMix50,41946601,3427
Jun 15 17:31:37,ram_l,1,1,50,16,1,uniform,touch,MemMixApp50,78813351,28
Jun 15 17:31:47,ram_l,1,10,50,22,7,uniform,touch,MemMixApp50,75446458,65
Jun 15 17:31:58,ram_l,1,50,50,82,87,uniform,touch,MemMixApp50,51382224,80
Jun 15 17:32:09,ram_l,1,100,50,108,114,uniform,touch,MemMixApp50,44646216,266
Jun 15 17:32:20,ram_l,1,200,50,125,131,uniform,touch,MemMixApp50,41290953,375
Jun 15 17:32:31,ram_l,1,500,50,135,141,uniform,touch,MemMixApp50,39537911,411
Jun 15 17:32:43,ram_l,1,800,50,137,144,uniform,touch,MemMixApp50,39063997,552
Jun 15 17:32:54,ram_l,1,1000,50,139,145,uniform,touch,MemMixApp50,38919861,641
Jun 15 17:33:05,ram_l,1,1024,50,139,145,uniform,touch,MemMixApp50,38912460,672
Jun 15 17:33:18,ram_l,1,2048,50,140,147,uniform,touch,MemMixApp50,38626425,760
Jun 15 17:33:31,ram_l,1,3072,50,141,147,uniform,touch,MemMixApp50,38534245,875
Jun 15 17:33:44,ram_l,1,4096,50,143,148,uniform,touch,MemMixApp50,38203718,881
Jun 15 17:33:58,ram_l,1,5120,50,145,149,uniform,touch,MemMixApp50,37977411,1047
Jun 15 17:34:13,ram_l,1,6144,50,146,150,uniform,touch,MemMixApp50,37832451,1106
Jun 15 17:34:29,ram_l,1,7168,50,147,150,uniform,touch,MemMixApp50,37694469,1217
Jun 15 17:34:45,ram_l,1,8192,50,148,150,uniform,touch,MemMixApp50,37620055,1363
Jun 15 17:35:01,ram_l,1,9216,50,149,150,uniform,touch,MemMixApp50,37528701,1399
Jun 15 17:35:19,ram_l,1,10240,50,149,150,uniform,touch,MemMixApp50,37470934,1538
Jun 15 17:35:37,ram_l,1,11264,50,150,150,uniform,touch,MemMixApp50,37389091,1541
Jun 15 17:35:55,ram_l,1,12288,50,150,150,uniform,touch,MemMixApp50,37382219,1687
Jun 15 17:36:14,ram_l,1,13312,50,150,150,uniform,touch,MemMixApp50,37327395,1738
Jun 15 17:36:34,ram_l,1,14336,50,151,150,uniform,touch,MemMixApp50,37262605,1906
Jun 15 17:36:55,ram_l,1,15360,50,151,150,uniform,touch,MemMixApp50,37254605,1915
Jun 15 17:37:16,ram_l,1,16384,50,170,166,uniform,touch,MemMixApp50,35082505,2060
Jun 15 17:37:37,ram_l,1,17408,50,151,150,uniform,touch,MemMixApp50,37218256,2121
Jun 15 17:38:00,ram_l,1,18432,50,152,150,uniform,touch,MemMixApp50,37177880,2242
Jun 15 17:38:22,ram_l,1,19456,50,152,150,uniform,touch,MemMixApp50,37157863,2479
Jun 15 17:38:46,ram_l,1,20480,50,152,150,uniform,touch,MemMixApp50,37145539,2576
Jun 15 17:39:10,ram_l,1,21504,50,152,150,uniform,touch,MemMixApp50,37118566,2716
Jun 15 17:39:35,ram_l,1,22528,50,152,150,uniform,touch,MemMixApp50,37119721,2758
Jun 15 17:40:01,ram_l,1,23552,50,153,150,uniform,touch,MemMixApp50,36962216,2944
Jun 15 17:40:27,ram_l,1,24576,50,153,151,uniform,touch,MemMixApp50,37079488,3070
Jun 15 17:40:53,ram_l,1,25600,50,152,150,uniform,touch,MemMixApp50,37080876,3177
Jun 15 17:41:21,ram_l,1,26624,50,153,150,uniform,touch,MemMixApp50,37053203,3309
Jun 15 17:41:49,ram_l,1,27648,50,153,150,uniform,touch,MemMixApp50,37069734,3367
Jun 15 17:42:17,ram_l,1,28672,50,154,150,uniform,touch,MemMixApp50,36899499,3467
Jun 15 17:42:47,ram_l,1,29696,50,153,150,uniform,touch,MemMixApp50,37031250,3658
Jun 15 17:43:17,ram_l,1,30720,50,153,150,uniform,touch,MemMixApp50,37030817,3719
Jun 15 17:43:47,ram_l,1,31744,50,153,151,uniform,touch,MemMixApp50,37023522,3829
Jun 15 17:44:18,ram_l,1,32768,50,155,153,uniform,touch,MemMixApp50,36741935,3992
Jun 15 17:44:50,ram_l,1,33792,50,153,150,uniform,touch,MemMixApp50,37006402,4039
Jun 15 17:45:22,ram_l,1,34816,50,176,170,uniform,touch,MemMixApp50,34433816,4164
Jun 15 17:45:55,ram_l,1,35840,50,170,165,uniform,touch,MemMixApp50,35042283,4338
Jun 15 17:46:25,ram_l,1,31232,50,153,151,uniform,touch,MemMixApp50,37028937,4428
Jun 15 17:46:56,ram_l,1,32256,50,153,150,uniform,touch,MemMixApp50,37002244,4726
Jun 15 17:47:27,ram_l,1,33280,50,164,160,uniform,touch,MemMixApp50,35698030,4907
Jun 15 17:47:59,ram_l,1,34304,50,153,151,uniform,touch,MemMixApp50,37015032,4966
Jun 15 17:48:31,ram_l,1,35328,50,153,150,uniform,touch,MemMixApp50,36985773,5136
Jun 15 17:48:42,ram_l,1,1,0,15,0,uniform,touch,MemMixApp50,84061530,5157
Jun 15 17:48:53,ram_l,1,10,0,15,0,uniform,touch,MemMixApp50,83889353,5165
Jun 15 17:49:04,ram_l,1,50,0,15,0,uniform,touch,MemMixApp50,73209539,5222
Jun 15 17:49:14,ram_l,1,100,0,15,0,uniform,touch,MemMixApp50,65488367,5255
Jun 15 17:49:25,ram_l,1,200,0,15,0,uniform,touch,MemMixApp50,61696714,5257
Jun 15 17:49:37,ram_l,1,500,0,15,0,uniform,touch,MemMixApp50,59525429,5280
Jun 15 17:49:48,ram_l,1,800,0,15,0,uniform,touch,MemMixApp50,58927566,5312
Jun 15 17:49:59,ram_l,1,1000,0,15,0,uniform,touch,MemMixApp50,58820918,5317
Jun 15 17:50:11,ram_l,1,1024,0,15,0,uniform,touch,MemMixApp50,58842587,5341
Jun 15 17:50:23,ram_l,1,2048,0,15,0,uniform,touch,MemMixApp50,58509188,5359
Jun 15 17:50:35,ram_l,1,3072,0,15,0,uniform,touch,MemMixApp50,58367277,5368
Jun 15 17:50:49,ram_l,1,4096,0,19,4,uniform,touch,MemMixApp50,57595264,5408
Jun 15 17:51:03,ram_l,1,5120,0,20,6,uniform,touch,MemMixApp50,57149326,5430
Jun 15 17:51:17,ram_l,1,6144,0,22,7,uniform,touch,MemMixApp50,56877838,5448
Jun 15 17:51:32,ram_l,1,7168,0,38,35,uniform,touch,MemMixApp50,53865188,5491
Jun 15 17:31:59,ram_l,1,36864,50,153,150,uniform,touch,MemMixApp50,37097487,5495
Jun 15 17:32:34,ram_l,1,37888,50,159,156,uniform,touch,MemMixApp50,36365084,5510
Jun 15 17:33:09,ram_l,1,38912,50,153,150,uniform,touch,MemMixApp50,37081957,5527
Jun 15 17:33:45,ram_l,1,39936,50,153,150,uniform,touch,MemMixApp50,37071800,5533
Jun 15 17:34:21,ram_l,1,40960,50,153,150,uniform,touch,MemMixApp50,37070432,5669
Jun 15 17:34:58,ram_l,1,41984,50,153,150,uniform,touch,MemMixApp50,37011032,5756
Jun 15 17:35:36,ram_l,1,43008,50,153,150,uniform,touch,MemMixApp50,37053639,5759
Jun 15 17:36:14,ram_l,1,44032,50,153,150,uniform,touch,MemMixApp50,37086087,5761
Jun 15 17:36:53,ram_l,1,45056,50,153,150,uniform,touch,MemMixApp50,37067240,5778
Jun 15 17:37:33,ram_l,1,46080,50,153,150,uniform,touch,MemMixApp50,36989459,5874
Jun 15 17:38:14,ram_l,1,47104,50,165,161,uniform,touch,MemMixApp50,35614477,6163
Jun 15 17:38:55,ram_l,1,48128,50,161,158,uniform,touch,MemMixApp50,36029945,6397
Jun 15 17:39:36,ram_l,1,49152,50,153,150,uniform,touch,MemMixApp50,37033078,6427
Jun 15 17:40:18,ram_l,1,50176,50,153,150,uniform,touch,MemMixApp50,37017359,6633
Jun 15 17:41:02,ram_l,1,51200,50,153,150,uniform,touch,MemMixApp50,37028991,6868
Jun 15 17:41:45,ram_l,1,52224,50,155,150,uniform,touch,MemMixApp50,36804164,6941
Jun 15 17:42:30,ram_l,1,53248,50,155,152,uniform,touch,MemMixApp50,36805900,7351
Jun 15 17:43:14,ram_l,1,54272,50,153,150,uniform,touch,MemMixApp50,37008357,7430
Jun 15 17:44:00,ram_l,1,55296,50,153,150,uniform,touch,MemMixApp50,36979952,7712
Jun 15 17:44:46,ram_l,1,56320,50,154,151,uniform,touch,MemMixApp50,36931311,7795
Jun 15 17:45:33,ram_l,1,57344,50,153,150,uniform,touch,MemMixApp50,36984862,8082
Jun 15 17:46:22,ram_l,1,58368,50,156,153,uniform,touch,MemMixApp50,36566391,8235
Jun 15 17:47:10,ram_l,1,59392,50,155,151,uniform,touch,MemMixApp50,36745804,8474
Jun 15 17:48:00,ram_l,1,60416,50,155,153,uniform,touch,MemMixApp50,36746177,8515
Jun 15 17:48:50,ram_l,1,61440,50,170,164,uniform,touch,MemMixApp50,35136457,8521
Jun 15 17:49:25,ram_l,1,36864,0,30,12,uniform,touch,MemMixApp50,54651323,8527
Jun 15 17:50:00,ram_l,1,37888,0,30,12,uniform,touch,MemMixApp50,55130336,8535
Jun 15 17:50:36,ram_l,1,38912,0,31,13,uniform,touch,MemMixApp50,54496823,8541
Jun 15 17:51:12,ram_l,1,39936,0,30,12,uniform,touch,MemMixApp50,55107149,8575
Jun 23 06:43:34,ram_l,1,1,50,16,1,uniform,touch,MemMixApp50,78774244,4
Jun 23 06:43:45,ram_l,1,10,50,22,7,uniform,touch,MemMixApp50,75370206,5
Jun 23 06:43:55,ram_l,1,50,50,78,83,uniform,touch,MemMixApp50,52464201,8
Jun 23 06:44:06,ram_l,1,100,50,106,112,uniform,touch,MemMixApp50,45053386,12
Jun 23 06:44:17,ram_l,1,200,50,124,130,uniform,touch,MemMixApp50,41508830,20
Jun 23 06:44:28,ram_l,1,500,50,134,141,uniform,touch,MemMixApp50,39627865,25
Jun 23 06:44:40,ram_l,1,800,50,137,144,uniform,touch,MemMixApp50,39172530,32
Jun 23 06:44:51,ram_l,1,1000,50,137,144,uniform,touch,MemMixApp50,39112710,40
Jun 23 06:45:03,ram_l,1,1024,50,138,145,uniform,touch,MemMixApp50,38946447,47
Jun 23 06:45:15,ram_l,1,2048,50,140,146,uniform,touch,MemMixApp50,38707822,52
Jun 23 06:45:28,ram_l,1,3072,50,140,147,uniform,touch,MemMixApp50,38665056,58
Jun 23 06:45:41,ram_l,1,4096,50,145,150,uniform,touch,MemMixApp50,38016332,64
Jun 23 06:45:56,ram_l,1,5120,50,144,149,uniform,touch,MemMixApp50,38083030,71
Jun 23 06:46:10,ram_l,1,6144,50,146,149,uniform,touch,MemMixApp50,37883621,76
Jun 23 06:46:26,ram_l,1,7168,50,152,154,uniform,touch,MemMixApp50,37226876,85
Jun 23 06:46:42,ram_l,1,8192,50,148,150,uniform,touch,MemMixApp50,37657693,88
Jun 23 06:46:59,ram_l,1,9216,50,148,150,uniform,touch,MemMixApp50,37595122,93
Jun 23 06:47:16,ram_l,1,10240,50,149,150,uniform,touch,MemMixApp50,37511251,100
Jun 23 06:47:34,ram_l,1,11264,50,153,153,uniform,touch,MemMixApp50,37017791,102
Jun 23 06:47:52,ram_l,1,12288,50,150,150,uniform,touch,MemMixApp50,37408920,109
Jun 23 06:48:12,ram_l,1,13312,50,150,150,uniform,touch,MemMixApp50,37374374,117
Jun 23 06:48:31,ram_l,1,14336,50,150,150,uniform,touch,MemMixApp50,37323791,120
Jun 23 06:48:52,ram_l,1,15360,50,165,163,uniform,touch,MemMixApp50,35641128,125
Jun 23 06:49:13,ram_l,1,16384,50,158,156,uniform,touch,MemMixApp50,36442254,131
Jun 23 06:49:35,ram_l,1,17408,50,151,150,uniform,touch,MemMixApp50,37246391,133
Jun 23 06:49:57,ram_l,1,18432,50,151,150,uniform,touch,MemMixApp50,37228836,135
Jun 23 06:50:20,ram_l,1,19456,50,152,150,uniform,touch,MemMixApp50,37205899,138
Jun 23 06:50:44,ram_l,1,20480,50,152,150,uniform,touch,MemMixApp50,37199025,142
Jun 23 06:51:08,ram_l,1,21504,50,152,150,uniform,touch,MemMixApp50,37167170,149
Jun 23 06:51:33,ram_l,1,22528,50,152,150,uniform,touch,MemMixApp50,37166287,157
Jun 23 06:51:58,ram_l,1,23552,50,152,150,uniform,touch,MemMixApp50,37144485,159
Jun 23 06:52:24,ram_l,1,24576,50,152,150,uniform,touch,MemMixApp50,37142493,161
Jun 23 06:52:51,ram_l,1,25600,50,152,150,uniform,touch,MemMixApp50,37121224,166
Jun 23 06:53:18,ram_l,1,26624,50,152,150,uniform,touch,MemMixApp50,37115233,172
Jun 23 06:53:46,ram_l,1,27648,50,152,150,uniform,touch,MemMixApp50,37111321,174
Jun 23 06:54:15,ram_l,1,28672,50,153,150,uniform,touch,MemMixApp50,37077739,179
Jun 23 06:54:44,ram_l,1,29696,50,152,150,uniform,touch,MemMixApp50,37159757,185
Jun 23 06:55:14,ram_l,1,30720,50,155,153,uniform,touch,MemMixApp50,36826493,187
Jun 23 06:55:45,ram_l,1,31744,50,153,150,uniform,touch,MemMixApp50,37068215,193
Jun 23 06:56:16,ram_l,1,32768,50,153,150,uniform,touch,MemMixApp50,37022929,197
Jun 23 06:56:48,ram_l,1,33792,50,153,150,uniform,touch,MemMixApp50,37054584,199
Jun 23 06:57:20,ram_l,1,34816,50,153,150,uniform,touch,MemMixApp50,37048062,204
Jun 23 06:57:53,ram_l,1,35840,50,164,160,uniform,touch,MemMixApp50,35801333,210
Jun 23 06:58:23,ram_l,1,31232,50,153,150,uniform,touch,MemMixApp50,37075310,213
Jun 23 06:58:54,ram_l,1,32256,50,176,169,uniform,touch,MemMixApp50,34493746,220
Jun 23 06:59:25,ram_l,1,33280,50,152,150,uniform,touch,MemMixApp50,37128688,222
